isn_vinculo,cod_cargo,num_ano,num_mes,100,106
218731,W005,2017,4,0.0,0.1602445757561377
312149,W005,2017,11,0.0,0.4631537606836209
173352,W005,2017,10,0.0,0.15999420715792367
320454,W005,2017,10,0.0,0.14053614880731274
305879,W005,2017,8,0.0,0.3246410156128549
312125,W005,2017,12,0.0,0.24009153999597446
331355,W005,2017,12,0.0,0.43732308513023266
264732,W005,2017,7,0.0,0.12093376032361369
331430,W005,2017,2,0.0,0.35737302793819004
296979,W005,2017,8,0.0,0.1250147684745025
296979,W005,2017,3,0.0,0.12432846396410402
312149,W005,2017,6,0.0,0.4631537606836209
331390,W005,2017,2,0.0,0.12269517704987246
312149,W005,2017,4,0.0,0.4631537606836209
331429,W005,2017,2,0.0,0.35737450069465015
296979,W005,2017,4,0.0,0.1250147684745025
296979,W005,2017,11,0.0,0.1250147684745025
312149,W005,2017,12,0.0,0.4631537606836209
305879,W005,2017,5,0.0,0.3246410156128549
175502,W005,2017,1,0.0,0.144518482275376
331430,W005,2017,6,0.0,0.36272207940120993
312118,W005,2017,7,0.0,0.20591622633975837
331390,W005,2017,10,0.0,0.12334760816168902
175041,W005,2017,8,0.0,0.10602946494757806
331355,W005,2017,1,0.0,0.4305130592588108
175041,W005,2018,8,0.0,0.10650958355356498
218731,W005,2018,10,0.0,0.1623506174940558
331355,W005,2018,8,0.0,0.4477413643288567
175502,W005,2018,7,0.0,0.14727548236865057
296979,W005,2018,8,0.0,0.12606337107408128
175041,W005,2018,5,0.0,0.10650958355356498
320424,W005,2018,12,0.0,0.1602961222322406
331430,W005,2018,9,0.0,0.3934496701843728
320424,W005,2018,2,0.0,0.13911346606687297
331355,W005,2018,9,0.0,0.4477413643288567
175502,W005,2018,1,0.0,0.14560832205583712
331429,W005,2018,6,0.0,0.3934496701843728
218731,W005,2018,6,0.0,0.1623506174940558
320424,W005,2018,11,0.0,0.1602961222322406
175041,W005,2018,4,0.0,0.10650958355356498
320424,W005,2018,4,0.0,0.1602961222322406
320424,W005,2018,6,0.0,0.1602961222322406
305879,W005,2018,11,0.0,0.32889728178249356
173352,W005,2018,10,0.0,0.16209288511354136
320424,W005,2018,7,0.0,0.1602961222322406
175041,W005,2018,7,0.0,0.10650958355356498
296979,W005,2018,7,0.0,0.12606337107408128
296979,W005,2018,1,0.0,0.1250147684745025
331430,W005,2018,4,0.0,0.3934496701843728
331430,W005,2018,6,0.0,0.3934496701843728
331390,W005,2018,7,0.0,0.124346137041625
320424,W005,2018,10,0.0,0.1602961222322406
296979,W005,2018,6,0.0,0.12606337107408128
312118,W005,2018,7,0.0,0.21893981171626858
264732,W005,2018,8,0.0,0.12186012413700563
175502,W005,2018,6,0.0,0.14727548236865057
320454,W005,2018,8,0.0,0.1462106794480109
331390,W005,2018,1,0.0,0.12334760816168902
175502,W005,2018,8,0.0,0.14727548236865057
175041,W005,2018,1,0.0,0.10602946494757806
218731,W005,2018,7,0.0,0.1623506174940558
331355,W005,2019,6,0.0,0.4477413643288567
175502,W005,2019,7,0.0,0.14727548236865057
320424,W005,2019,12,0.0,0.16353618644442225
175502,W005,2019,6,0.0,0.14727548236865057
331355,W005,2019,11,0.0,0.4477413643288567
331430,W005,2019,6,0.0,0.3934496701843728
331430,W005,2019,9,0.0,0.3934496701843728
264732,W005,2019,4,0.0,0.12186012413700563
312125,W005,2019,10,0.0,0.25695607422038
296979,W005,2019,1,0.0,0.12606337107408128
175041,W005,2019,4,0.0,0.10650958355356498
