isn_vinculo;num_ano;num_mes;8;15;54;97;207;324;IF_label;IF_score;anomalo
297568;2014;12;4344.0;651.6;0.0;0.0;0.0;0.0;1;0.17167727046384662;0
320529;2014;12;0.0;1086.0;0.0;0.0;3909.6;0.0;1;0.10722607283562352;0
297568;2015;1;4728.0;709.2;1812.4;0.0;0.0;0.0;-1;-0.1366206927039969;1
320529;2015;1;0.0;1182.0;0.0;0.0;4255.2;0.0;1;0.07152400686938287;0
297568;2015;2;4728.0;709.2;0.0;0.0;0.0;0.0;-1;-0.05779309234663221;1
320529;2015;2;0.0;1182.0;0.0;0.0;4255.2;0.0;1;0.07152400686938287;0
297568;2015;3;4728.0;709.2;0.0;0.0;0.0;0.0;-1;-0.05779309234663221;1
320529;2015;3;0.0;1182.0;0.0;0.0;4255.2;0.0;1;0.07152400686938287;0
297568;2015;4;4728.0;709.2;0.0;0.0;0.0;0.0;-1;-0.05779309234663221;1
320529;2015;4;0.0;1182.0;0.0;0.0;4255.2;0.0;1;0.07152400686938287;0
297568;2015;5;0.0;709.2;0.0;375.93;4728.0;0.0;-1;-0.1047811808356719;1
320529;2015;5;0.0;1182.0;0.0;0.0;4255.2;0.0;1;0.07152400686938287;0
297568;2015;6;0.0;709.2;0.0;0.0;4728.0;0.0;1;0.06157544626070399;0
320529;2015;6;0.0;1182.0;0.0;0.0;4255.2;0.0;1;0.07152400686938287;0
297568;2015;7;0.0;709.2;0.0;0.0;4728.0;0.0;1;0.06157544626070399;0
320529;2015;7;0.0;1182.0;0.0;0.0;4255.2;0.0;1;0.07152400686938287;0
297568;2015;8;0.0;709.2;0.0;0.0;4728.0;0.0;1;0.06157544626070399;0
320529;2015;8;0.0;1182.0;0.0;0.0;4255.2;0.0;1;0.07152400686938287;0
297568;2015;9;0.0;709.2;0.0;0.0;4728.0;0.0;1;0.06157544626070399;0
320529;2015;9;0.0;1182.0;0.0;0.0;4255.2;0.0;1;0.07152400686938287;0
297568;2015;10;0.0;709.2;0.0;0.0;4728.0;0.0;1;0.06157544626070399;0
320529;2015;10;0.0;1182.0;0.0;0.0;4255.2;0.0;1;0.07152400686938287;0
297568;2015;11;0.0;709.2;0.0;0.0;4728.0;0.0;1;0.06157544626070399;0
320529;2015;11;0.0;1182.0;0.0;0.0;4255.2;0.0;1;0.07152400686938287;0
297568;2015;12;0.0;709.2;0.0;0.0;4728.0;0.0;1;0.06157544626070399;0
320529;2015;12;0.0;1182.0;0.0;0.0;4255.2;0.0;1;0.07152400686938287;0
297568;2016;1;0.0;792.0;0.0;0.0;5280.0;0.0;1;0.15045993542879443;0
320529;2016;1;0.0;1320.0;0.0;0.0;4752.0;0.0;1;0.13512477161032688;0
297568;2016;2;0.0;792.0;0.0;0.0;5280.0;0.0;1;0.15045993542879443;0
320529;2016;2;0.0;1320.0;0.0;0.0;4752.0;0.0;1;0.13512477161032688;0
297568;2016;3;0.0;792.0;0.0;0.0;5280.0;0.0;1;0.15045993542879443;0
320529;2016;3;0.0;1320.0;0.0;0.0;4752.0;0.0;1;0.13512477161032688;0
297568;2016;4;0.0;792.0;0.0;0.0;5280.0;0.0;1;0.15045993542879443;0
320529;2016;4;0.0;1320.0;0.0;0.0;4752.0;0.0;1;0.13512477161032688;0
297568;2016;5;0.0;792.0;0.0;0.0;5280.0;0.0;1;0.15045993542879443;0
320529;2016;5;0.0;1320.0;0.0;0.0;4752.0;0.0;1;0.13512477161032688;0
297568;2016;6;0.0;792.0;0.0;0.0;5280.0;0.0;1;0.15045993542879443;0
320529;2016;6;0.0;1320.0;0.0;0.0;4752.0;0.0;1;0.13512477161032688;0
297568;2016;7;0.0;792.0;0.0;0.0;5280.0;0.0;1;0.15045993542879443;0
320529;2016;7;0.0;1320.0;0.0;0.0;4752.0;0.0;1;0.13512477161032688;0
297568;2016;8;0.0;792.0;0.0;0.0;5280.0;0.0;1;0.15045993542879443;0
320529;2016;8;0.0;1320.0;0.0;0.0;4752.0;0.0;1;0.13512477161032688;0
297568;2016;9;0.0;792.0;0.0;0.0;5280.0;0.0;1;0.15045993542879443;0
320529;2016;9;0.0;1320.0;0.0;0.0;4752.0;0.0;1;0.13512477161032688;0
297568;2016;10;0.0;792.0;0.0;0.0;5280.0;0.0;1;0.15045993542879443;0
320529;2016;10;0.0;1320.0;0.0;0.0;4752.0;0.0;1;0.13512477161032688;0
297568;2016;11;0.0;792.0;0.0;0.0;5280.0;0.0;1;0.15045993542879443;0
320529;2016;11;0.0;1320.0;0.0;0.0;4752.0;0.0;1;0.13512477161032688;0
297568;2016;12;0.0;792.0;0.0;0.0;5280.0;0.0;1;0.15045993542879443;0
320529;2016;12;0.0;1320.0;0.0;0.0;4752.0;0.0;1;0.13512477161032688;0
297568;2017;1;0.0;843.3;0.0;0.0;5622.0;0.0;1;0.15045993542879443;0
320529;2017;1;0.0;1405.5;0.0;0.0;5059.8;0.0;1;0.13512477161032688;0
297568;2017;2;0.0;843.3;0.0;0.0;5622.0;0.0;1;0.15045993542879443;0
320529;2017;2;0.0;1405.5;0.0;0.0;5059.8;0.0;1;0.13512477161032688;0
297568;2017;3;0.0;843.3;0.0;0.0;5622.0;0.0;1;0.15045993542879443;0
320529;2017;3;0.0;1405.5;0.0;0.0;5059.8;0.0;1;0.13512477161032688;0
297568;2017;4;0.0;843.3;0.0;0.0;5622.0;0.0;1;0.15045993542879443;0
320529;2017;4;0.0;1405.5;0.0;0.0;5059.8;0.0;1;0.13512477161032688;0
297568;2017;5;0.0;843.3;0.0;0.0;5622.0;0.0;1;0.15045993542879443;0
320529;2017;5;0.0;1405.5;0.0;0.0;5059.8;0.0;1;0.13512477161032688;0
297568;2017;6;0.0;843.3;0.0;0.0;5622.0;0.0;1;0.15045993542879443;0
320529;2017;6;0.0;1405.5;0.0;0.0;5059.8;0.0;1;0.13512477161032688;0
297568;2017;7;0.0;843.3;0.0;0.0;5622.0;0.0;1;0.15045993542879443;0
320529;2017;7;0.0;1405.5;0.0;0.0;5059.8;0.0;1;0.13512477161032688;0
297568;2017;8;0.0;843.3;0.0;0.0;5622.0;0.0;1;0.15045993542879443;0
320529;2017;8;0.0;1405.5;0.0;0.0;5059.8;0.0;1;0.13512477161032688;0
297568;2017;9;0.0;843.3;0.0;0.0;5622.0;0.0;1;0.15045993542879443;0
320529;2017;9;0.0;1405.5;0.0;0.0;5059.8;0.0;1;0.13512477161032688;0
297568;2017;10;0.0;843.3;0.0;0.0;5622.0;0.0;1;0.15045993542879443;0
320529;2017;10;0.0;1405.5;0.0;0.0;5059.8;0.0;1;0.13512477161032688;0
297568;2017;11;0.0;843.3;0.0;0.0;5622.0;0.0;1;0.15045993542879443;0
320529;2017;11;0.0;1405.5;0.0;0.0;5059.8;0.0;1;0.13512477161032688;0
297568;2017;12;0.0;843.3;0.0;0.0;5622.0;0.0;1;0.15045993542879443;0
320529;2017;12;0.0;1405.5;0.0;0.0;5059.8;0.0;1;0.13512477161032688;0
