isn_vinculo;num_ano;num_mes;8;15;21;51;54;79;86;160;161;185;199;207;312;324;371;1232;1233;1352;1367;1369;1404;1454;1455;IF_label;IF_score;OCSVM_label;OCSVM_score;anomalo
320492;2014;9;915.12;91.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;245.3;0.0;0.0;0.0;0.0;24.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11747054284882463;1;0.0759062521023477;0
329639;2014;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;382.07;0.0;0.0;0.0;382.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.1207354022119283;1;0.06160994034520795;0
320492;2014;10;915.12;91.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;223.0;0.0;0.0;0.0;0.0;24.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.1244082688609831;1;0.09079977646526993;0
329639;2014;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;382.07;0.0;0.0;0.0;382.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.1207354022119283;1;0.06160994034520795;0
320492;2014;11;915.12;91.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;245.3;0.0;0.0;0.0;0.0;24.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11747054284882463;1;0.0759062521023477;0
329639;2014;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;382.07;0.0;0.0;0.0;382.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.1207354022119283;1;0.06160994034520795;0
320492;2014;12;915.12;91.51;0.0;0.0;335.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.007716792281515394;1;0.03901082670676059;0
329639;2014;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;382.07;0.0;0.0;0.0;382.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.1207354022119283;1;0.06160994034520795;0
320492;2015;1;974.15;97.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;201.79;0.0;0.0;0.0;0.0;0.0;21.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.007485890900570169;-1;-0.07050425378135783;1
329639;2015;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;406.71;0.0;0.0;0.0;406.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11792371361667159;1;0.04969596114797992;0
320492;2015;2;974.15;97.42;0.0;0.0;357.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.00021162844768218836;1;0.00019545047309721397;1
329639;2015;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;406.71;0.0;0.0;0.0;406.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11792371361667159;1;0.04969596114797992;0
320492;2015;3;974.15;97.42;0.0;0.0;357.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;-0.00021162844768218836;1;0.00019545047309721397;1
329639;2015;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;406.71;0.0;0.0;0.0;406.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11792371361667159;1;0.04969596114797992;0
320492;2015;4;974.15;97.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;237.4;0.0;0.0;0.0;0.0;26.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11518874821561581;1;0.058698289704943285;0
329639;2015;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;406.71;0.0;0.0;0.0;406.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11792371361667159;1;0.04969596114797992;0
320492;2015;5;974.15;97.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;249.27;0.0;0.0;0.0;0.0;26.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11472799399323308;1;0.05046499019939277;0
329639;2015;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;406.71;0.0;0.0;0.0;406.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11792371361667159;1;0.04969596114797992;0
320492;2015;6;974.15;97.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;273.01;0.0;0.0;0.0;0.0;26.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.10313399566547449;1;0.03216548123073815;0
329639;2015;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;406.71;0.0;0.0;0.0;406.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11792371361667159;1;0.04969596114797992;0
320492;2015;7;974.15;97.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;249.27;0.0;0.0;0.0;0.0;26.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.12100333793670348;1;0.05047906711775507;0
329639;2015;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;406.71;0.0;0.0;0.0;406.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.11792371361667159;1;0.04969596114797992;0
